13 1:0.00107015218538 2:0.000665917422159 3:0.00058525329475 4:0.000757069892212 5:0.000986450703708 6:0.00201193884778 7:0.00111413567774 8:0.00126090393545 9:0.00171098306587 10:0.00325826013204 11:0.00171440111421 12:0.00235152310115 13:0.00468099253114 14:0.00245231634683 15:0.00354052548366 16:0.00566450555448 17:0.00370031821654 18:0.00741082484044 19:0.00395376764783 20:0.00808093960507 21:0.00444250615516 22:0.00934604748428 23:0.00602997567092 24:0.0113678031749 25:0.0111371751567 26:0.00456448348404 27:0.0160563219288 28:0.0133424347215 29:0.0334917995023 30:0.0449738614198 31:0.0485406243115 32:0.0580279438737 33:0.07418418261 34:0.160521848659 35:0.35755706636 36:0.844747020677 37:0.220111392661 38:0.0628350198267 39:0.122755763587 40:0.0677248601537 41:0.0711872433253 42:0.0691327263145 43:0.0700878673022 44:0.0944596733279 45:0.0926083687301 46:0.136919766985 47:0.404380877345 48:1.0 49:0.208407106536 50:0.317434395764 51:0.273948040216 52:0.130010710759 53:0.0720199523114 54:0.0634522841677 55:0.0841922998338 56:0.0437383044459 57:0.0568981736875 58:0.0492526617152 59:0.0812793079824 60:0.299493978417 61:0.0474733132476 62:0.0377173446626 63:0.0807848443765 64:0.446784357747 65:0.021832323151 66:0.0114625577632 67:0.0813133463062 68:0.0171210421101 69:0.00917876004482 70:0.0145815734946 71:0.0429532146235 72:0.160077092916 73:0.0187724478365 74:0.0176303613843 75:0.0142082642462 76:0.00330358789309 77:0.0314108982236 78:0.0233292858856 79:0.026813468136 80:0.0403135878136 81:0.0438427934554 82:0.0415072933001 
13 1:0.00338899802701 2:0.00184048148311 3:0.000488600049627 4:0.00030009940451 5:0.00111822259445 6:0.00595610442375 7:0.00255217343583 8:0.00055997450032 9:0.00170350439302 10:0.00978286725566 11:0.00229262576389 12:0.00142727792004 13:0.0127084062819 14:0.00381101092581 15:0.00294093206657 16:0.0174536016523 17:0.00222225691242 18:0.0204312039046 19:0.00392223251027 20:0.0229729868405 21:0.00459753664948 22:0.0266255657714 23:0.00437648357619 24:0.0262011620183 25:0.0318407681178 26:0.00506514839832 27:0.0281845151783 28:0.029933048669 29:0.0251643747112 30:0.04355625898 31:0.0348442890945 32:0.0568057272326 33:0.0760517421809 34:0.125720486585 35:0.126670437743 36:0.62169544294 37:0.251789931499 38:0.0938920872653 39:0.0833240416919 40:0.0242189143134 41:0.0231585828316 42:0.0166685950222 43:0.0144195522364 44:0.0233040499148 45:0.0308159126989 46:0.0693596920455 47:0.187030131501 48:1.0 49:0.273076915931 50:0.171294770352 51:0.0680530462129 52:0.0675996442083 53:0.0593625447831 54:0.0412939496568 55:0.0673107518704 56:0.0465591378803 57:0.0388210003319 58:0.0320247223613 59:0.0333083628407 60:0.221772699047 61:0.0378990266626 62:0.028073404683 63:0.0390164707795 64:0.356898900499 65:0.0176303635906 66:0.0140458191346 67:0.0537596482705 68:0.0120655675566 69:0.00359879126138 70:0.00675287146624 71:0.028552337534 72:0.0781213138262 73:0.00701619750289 74:0.0240394764027 75:0.00806143211483 76:0.0151010165461 77:0.00842945633335 78:0.00910528630898 79:0.0139655894174 80:0.00865165353905 81:0.0144543635064 82:0.0228469482365 
13 1:0.000357283006798 2:0.00018288656678 3:0.000294643969861 4:0.000407128906227 5:0.000535888419311 6:0.000756388628474 7:0.000351789550427 8:0.000636086918422 9:0.000910553611746 10:0.00122590744247 11:0.000686898881921 12:0.00118646349879 13:0.00218006421248 14:0.000833633336772 15:0.00174027990163 16:0.00258027836469 17:0.00153489921336 18:0.00396591460108 19:0.00136735612554 20:0.00474214807393 21:0.00138299965061 22:0.00428592602058 23:0.00141846924343 24:0.00199707965036 25:0.0119838774104 26:0.00179560924017 27:0.00919191961867 28:0.00864813421375 29:0.0152477695494 30:0.0314369561303 31:0.0282524056158 32:0.00682585352635 33:0.0184856229277 34:0.0260591608953 35:0.0265420649307 36:0.0542496314323 37:0.0144925245885 38:0.00955372426354 39:0.0652495492411 40:0.0497469434588 41:0.11817722937 42:0.314431275168 43:1.0 44:0.257503104092 45:0.140814303753 46:0.12754138526 47:0.111371317003 48:0.13783525002 49:0.0518866043 50:0.0836752979257 51:0.0789350159171 52:0.0902728472999 53:0.114963387261 54:0.15345524693 55:0.979745766913 56:0.0927357386305 57:0.0328935512271 58:0.0134621338667 59:0.00879100492975 60:0.00490465820543 61:0.00927639587315 62:0.027832826094 63:0.00559398799947 64:0.00889190021305 65:0.00498437981472 66:0.0121701529835 67:0.0907944360903 68:0.00790685316225 69:0.00683705054187 70:0.0277991136755 71:0.0884576246514 72:0.0120643346057 73:0.0070839119595 74:0.15032779799 75:0.0110229681135 76:0.0036147480187 77:0.00783760001146 78:0.00696198728645 79:0.0112371389623 80:0.00797721582436 81:0.00552522302526 82:0.00438316312807 
13 1:0.00112433390357 2:0.000595742108666 3:0.000258233747608 4:0.000314777663479 5:0.000559990323267 6:0.00203362867893 7:0.000865461798078 8:0.000496256839819 9:0.000932557863735 10:0.00344022763761 11:0.000950459550473 12:0.00106029714246 13:0.0048202136416 14:0.00157905792059 15:0.00181714382287 16:0.00676315144029 17:0.00153428095337 18:0.00884273645355 19:0.00219357434401 20:0.0113283177352 21:0.00292073026262 22:0.0148030448716 23:0.00279248441846 24:0.0189942061178 25:0.00945979405364 26:0.00289965130382 27:0.0139425138828 28:0.0108288158276 29:0.0326827474164 30:0.0345877412331 31:0.0150117109883 32:0.0100632020545 33:0.00561435600757 34:0.00626648169713 35:0.00879530271188 36:0.0141741775163 37:0.0272080053274 38:0.0207723706848 39:0.0688472272956 40:0.0583450130728 41:0.0910240854891 42:0.199585192544 43:0.976338969593 44:0.281487184684 45:0.136756999035 46:0.109286664607 47:0.0838150538245 48:0.0856583074617 49:0.0625252634044 50:0.0716331454738 51:0.0690400997904 52:0.0834518781973 53:0.105881111932 54:0.201447447885 55:1.0 56:0.0889368571754 57:0.0335782314931 58:0.0193143091137 59:0.00733014262126 60:0.00554840609312 61:0.0107999075048 62:0.0136183949661 63:0.00785138303148 64:0.0100959627216 65:0.0050397452032 66:0.00639951915046 67:0.0953468277494 68:0.00669415012387 69:0.00905786514067 70:0.0187594946958 71:0.0732806877969 72:0.0104176236017 73:0.00569793281119 74:0.191780852166 75:0.0131050033912 76:0.0057292956369 77:0.00692710415225 78:0.00357606505427 79:0.0110255435124 80:0.0111566807039 81:0.0130051283523 82:0.00345076269224 
13 1:0.00186420216074 2:0.00105700503965 3:0.000324675418152 4:0.000189569359924 5:0.000558709265234 6:0.00325162401443 7:0.00149309784051 8:0.000395408903916 9:0.000807083052743 10:0.0053082778418 11:0.00141814462646 12:0.000664065872829 13:0.0067079572442 14:0.0022891348832 15:0.00123009344279 16:0.00922629492878 17:0.0011085340298 18:0.0102009712473 19:0.00200216609735 20:0.0109354330654 21:0.00196041399982 22:0.0136499715536 23:0.0015333620184 24:0.013531770206 25:0.00835745361008 26:0.00189271215529 27:0.0126056281955 28:0.012275335314 29:0.0169623917292 30:0.00411759264025 31:0.0102462633055 32:0.0142217027509 33:0.0158587332497 34:0.0192695286659 35:0.028237631768 36:0.0227990258688 37:0.0216203481987 38:0.0183008878687 39:0.0362970202022 40:0.0343052930753 41:0.0567202432475 42:0.115799875764 43:0.228475862371 44:0.246121167351 45:1.0 46:0.27368102934 47:0.126193380486 48:0.0682476578269 49:0.0529941854959 50:0.0512667099849 51:0.0414963559304 52:0.0323971891348 53:0.036243917011 54:0.0557665811487 55:0.210585701621 56:0.0702744688691 57:0.373987902094 58:0.0716130254228 59:0.0411505197992 60:0.0269307122316 61:0.0191459838898 62:0.0131634019511 63:0.00891240218872 64:0.0424933507653 65:0.00607993766316 66:0.00568675208018 67:0.00552732214327 68:0.0267463727384 69:0.0556651055979 70:0.00629205503501 71:0.0321296550909 72:0.0694775188041 73:0.488088251603 74:0.0329388941311 75:0.00727181145602 76:0.0963431423075 77:0.00962206410916 78:0.0112452419757 79:0.0108695750862 80:0.00900892158589 81:0.0610906781551 82:0.00715306606446 
13 1:0.00221953887458 2:0.0012376218205 3:0.000336642439982 4:0.000123263244701 5:0.000653483853816 6:0.00385675251221 7:0.0017266356046 8:0.000312259600871 9:0.000937383967164 10:0.00628581389764 11:0.00158536788895 12:0.00066236806718 13:0.00793904207818 14:0.00258845748184 15:0.00143375752495 16:0.0108630659488 17:0.00122428956921 18:0.0121530954735 19:0.00239798978754 20:0.0133255606588 21:0.00266993472262 22:0.015930269372 23:0.0019798340307 24:0.0144328642253 25:0.0125089920527 26:0.0022097033959 27:0.0132617099779 28:0.0208118878828 29:0.0150159206676 30:0.0103545341213 31:0.0102239563301 32:0.0138537601761 33:0.019057726415 34:0.027110572375 35:0.0107536718026 36:0.0285045318222 37:0.0271912102224 38:0.0171410892264 39:0.0424530756088 40:0.0337988067708 41:0.0606684884925 42:0.0977318036898 43:0.108476432188 44:0.248946338056 45:1.0 46:0.269414480897 47:0.12107322215 48:0.0635993242812 49:0.0500871120274 50:0.0459484073985 51:0.0292916585482 52:0.0260639979286 53:0.0233868938975 54:0.0293662641238 55:0.0677442209476 56:0.0377368025708 57:0.328198800499 58:0.0404910620181 59:0.0235206729218 60:0.0187005710183 61:0.0107359827304 62:0.0103378627591 63:0.0118191409029 64:0.0397953067096 65:0.00743788699713 66:0.00838265734114 67:0.0140440948295 68:0.008395387411 69:0.0718503214309 70:0.00535447340542 71:0.018558501899 72:0.0788014039766 73:0.449060316349 74:0.0112032539193 75:0.00741195657963 76:0.122470150044 77:0.00770120768651 78:0.00962878264205 79:0.0101251441248 80:0.00818630487015 81:0.0566305222984 82:0.00789444951823 
13 1:0.00287814740408 2:0.00166801017673 3:0.00064535707211 4:0.000586132064302 5:0.001076715964 6:0.00498708839577 7:0.00242445271375 8:0.00105447965807 9:0.00168397718772 10:0.00812640765585 11:0.00260024749869 12:0.00186547517875 13:0.0103919466468 14:0.00416038524818 15:0.00307120776017 16:0.014413249262 17:0.0031715977575 18:0.0163273282469 19:0.00476419463368 20:0.0180930182389 21:0.00506257413971 22:0.0209858837303 23:0.00442266291383 24:0.0190472793694 25:0.0200631537841 26:0.0043593279239 27:0.0189697863808 28:0.0217642490459 29:0.0144938212496 30:0.01902538066 31:0.019614473442 32:0.0263100601553 33:0.0232622827617 34:0.0180915822404 35:0.0262360557773 36:0.0427183067825 37:0.0513914391697 38:0.0390343838962 39:0.0860043321156 40:0.0751987251196 41:0.12675401931 42:0.272359129846 43:1.0 44:0.285928725558 45:0.109632608881 46:0.0660175732797 47:0.0496366630956 48:0.0325833282362 49:0.0319778633788 50:0.0145520317182 51:0.0228362112863 52:0.0385843178148 53:0.0510579250186 54:0.146926110381 55:0.977896401181 56:0.146133932018 57:0.0717198620022 58:0.0372733312319 59:0.0274433834582 60:0.0193811604693 61:0.0168288304577 62:0.0269875376745 63:0.00718280095361 64:0.00669179558201 65:0.00652496697965 66:0.00670557566246 67:0.0997084821199 68:0.00815243435858 69:0.0054183133356 70:0.0152904834448 71:0.055165370502 72:0.00678142661651 73:0.0469527774974 74:0.176398914881 75:0.00842120591354 76:0.00544594404733 77:0.0181704111789 78:0.00670006937537 79:0.0129609743477 80:0.00411806825733 81:0.00918006834953 82:0.00265229878856 
13 1:0.000191395915626 2:0.000243702510986 3:0.00023105104192 4:0.000269186657235 5:0.000291402742133 6:0.000353435771808 7:0.000458729867952 8:0.000465108010898 9:0.000497161153055 10:0.00064372861102 11:0.000740521703368 12:0.000741153523991 13:0.000909904239189 14:0.00109680822179 15:0.0009948064855 16:0.00148774742354 17:0.00126932987297 18:0.00174379840893 19:0.00158629386683 20:0.00208056806852 21:0.00159500191453 22:0.00260771543305 23:0.0012194644839 24:0.00370072716595 25:0.00558921936772 26:0.00134819095191 27:0.00153458629501 28:0.00231626559879 29:0.00347323353951 30:0.00869392139024 31:0.00898594793884 32:0.00988264537368 33:0.00173317458106 34:0.011672553938 35:0.0116935517767 36:0.024894438038 37:0.038630372439 38:0.022345158707 39:0.070985094255 40:0.0982707309357 41:0.607092075214 42:0.172577605097 43:0.0788595888216 44:0.0588694168757 45:0.0430175798132 46:0.049035253331 47:0.0507831514105 48:0.0489823544671 49:0.0587518061655 50:0.0791143211938 51:0.10959991149 52:0.265980574369 53:1.0 54:0.240061919772 55:0.123732152154 56:0.061999315716 57:0.0450699981418 58:0.0320405180222 59:0.023027708757 60:0.0181190425181 61:0.0122223156421 62:0.00834731625951 63:0.00634109096803 64:0.0121020115423 65:0.0813348909072 66:0.00295315440508 67:0.0014433166131 68:0.00497424192317 69:0.0156686059932 70:0.00250782621213 71:0.00578339386138 72:0.0814005071075 73:0.00697535985578 74:0.00361362887227 75:0.00716666094916 76:0.00634008636637 77:0.0332162052201 78:0.00244925565491 79:0.00465098385072 80:0.0017362901516 81:0.00713783883812 82:0.00499120276619 
13 1:0.00098601534814 2:0.000694776033891 3:0.000401262084429 4:0.000410166847567 5:0.000494591650828 6:0.00171201977433 7:0.00112618377985 8:0.000743064202822 9:0.000808904254318 10:0.00287691249364 11:0.00147857012498 12:0.00113635491445 13:0.00368757453104 14:0.00231010867784 15:0.00158818322645 16:0.00557105282123 17:0.00211771218934 18:0.00611378877033 19:0.00296311359537 20:0.00683883683811 21:0.00316176000027 22:0.00805389395994 23:0.00222863916309 24:0.00936532475531 25:0.00843043397553 26:0.00249885741596 27:0.00854989898465 28:0.00855225911318 29:0.00891336252045 30:0.00824595606078 31:0.0125363683917 32:0.0133334944695 33:0.0112378791161 34:0.0153112757664 35:0.0137233980392 36:0.0225602221206 37:0.0254434461674 38:0.0376720129698 39:0.0669748228864 40:0.14863735332 41:0.67246343241 42:0.162541866385 43:0.075219084704 44:0.0465699984488 45:0.0408116378956 46:0.0393260725958 47:0.0398675575347 48:0.0407499849523 49:0.051451658947 50:0.0647635345999 51:0.106553279449 52:0.242852850079 53:1.0 54:0.26352022494 55:0.113211394177 56:0.0844736017656 57:0.0620067473697 58:0.0488772994102 59:0.0357176828009 60:0.0292383396561 61:0.0188458705152 62:0.0125639742202 63:0.00742296199349 64:0.00604337931185 65:0.0618579821937 66:0.00341770651554 67:0.00340334869964 68:0.00393528738645 69:0.0179876569286 70:0.00311317934708 71:0.00951638240947 72:0.103431629221 73:0.00750349010234 74:0.00448627069512 75:0.00942183312069 76:0.00452229614237 77:0.0271066581972 78:0.00194748899187 79:0.0066340015056 80:0.00314126898611 81:0.00642132921054 82:0.0049591352263 
13 1:0.00183109359972 2:0.00104831523549 3:0.000466852220903 4:0.000501905687034 5:0.00082786874037 6:0.00319179686988 7:0.00153993715149 8:0.00085567168757 9:0.00135054380611 10:0.00520239012431 11:0.00175075511925 12:0.00161142218862 13:0.00684548424018 14:0.00278165587348 15:0.00260536114198 16:0.00937201117339 17:0.00259211029963 18:0.0110548220408 19:0.00350408704723 20:0.0125835008658 21:0.00387478316326 22:0.0141702398339 23:0.00373541089877 24:0.0155258424207 25:0.0139618166802 26:0.00374510414289 27:0.0144855261016 28:0.0183072866196 29:0.0183035354149 30:0.0249238757267 31:0.0165054614098 32:0.0150268945647 33:0.018219964934 34:0.0225944678728 35:0.0252208712789 36:0.0419918144976 37:0.0418071033777 38:0.0769394639322 39:0.282255403115 40:0.833755119284 41:0.307635011393 42:0.131515675299 43:0.0684840567249 44:0.0479263473837 45:0.0401574317171 46:0.0446994034343 47:0.0442504616158 48:0.0476937009034 49:0.057463495693 50:0.0798604324332 51:0.182340500073 52:1.0 53:0.257943926877 54:0.0620905709787 55:0.035974451039 56:0.0241002832156 57:0.0170580214761 58:0.0124100929953 59:0.0112061701728 60:0.013532058425 61:0.00663752489727 62:0.0112011742174 63:0.0195132775506 64:0.242835942927 65:0.0132549013341 66:0.00481237836803 67:0.00797064919701 68:0.0504380413482 69:0.00429922128504 70:0.00468248038527 71:0.0807053996569 72:0.0139667337243 73:0.00440193131244 74:0.0306317513064 75:0.0132988286994 76:0.0347166215708 77:0.0352492917919 78:0.0304415952422 79:0.0178264709804 80:0.0232503200787 81:0.0195130719482 82:0.0210868552422 
