13 1:0.00935113021945 2:0.00725758763205 3:0.00429887772878 4:0.00419460336142 5:0.00423602736062 6:0.0249161482397 7:0.0224099037334 8:0.0204996067643 9:0.0338498600674 10:0.12117464793 11:0.0256340144971 12:0.00499576516917 13:0.0450484306926 14:0.014672559229 15:0.00923518868361 16:0.0652005511437 17:0.00951166315544 18:0.0758420979268 19:0.0168183290388 20:0.167847924186 21:0.0739956204019 22:0.189654435553 23:0.0125549943372 24:0.0673715338181 25:0.0818967246229 26:0.0132757862384 27:0.0924029959309 28:0.328770707789 29:0.0911975684908 30:0.0274391047003 31:0.037272754642 32:0.042285886196 33:0.413940729616 34:0.0549714965995 35:0.0507162758917 36:0.0923817638433 37:0.320901315483 38:0.0977802254555 39:0.231491291632 40:0.380348361485 41:0.213554078644 42:0.223979789756 43:0.729237462861 44:0.0842017918158 45:0.621806739225 46:0.111574953928 47:0.681835173134 48:0.219820836647 49:0.67267098985 50:0.252999322523 51:0.442941605211 52:0.752910502095 53:0.419200112583 54:0.848830483299 55:1.0 56:0.917525168903 57:0.778476290731 58:0.660736496736 59:0.722033264555 60:0.731591522093 61:0.726457985036 62:0.727192414978 63:0.808131898972 64:0.750031046508 65:0.691323704812 66:0.930044983908 67:0.965601301667 68:0.819519374036 69:0.724517661081 70:0.626961561773 71:0.588111745396 72:0.634930426298 73:0.683820082195 74:0.537330903897 75:0.638050864659 76:0.517831827608 77:0.52952791157 78:0.532385346963 79:0.523301275883 80:0.506113890519 81:0.499909069488 82:0.498683339939 
13 1:0.0102476106635 2:0.00626888908507 3:0.00223652709207 4:0.00113063840045 5:0.00359678906358 6:0.0317211149914 7:0.0216071098475 8:0.0146331579959 9:0.0208181516798 10:0.0756177425669 11:0.0206330597137 12:0.00977624759532 13:0.00712939253794 14:0.00831928990204 15:0.0109668912104 16:0.0180737826722 17:0.00983983909008 18:0.0405312741466 19:0.0115972155295 20:0.160136253136 21:0.051129326602 22:0.136011931281 23:0.00957282282865 24:0.0469008856753 25:0.0268901455515 26:0.00980074282432 27:0.019194492257 28:0.235386533991 29:0.0828176843412 30:0.0688551369709 31:0.0613311866195 32:0.105982800156 33:0.255741989896 34:0.0126486304563 35:0.0441587768851 36:0.127521175934 37:0.229548247349 38:0.0202924182679 39:0.060501105471 40:0.336425413543 41:0.1266576809 42:0.0939713190904 43:0.495068808088 44:0.137323960112 45:0.555441655111 46:0.10382748517 47:0.557570580341 48:0.117116496299 49:0.43714644847 50:0.227367063757 51:0.329219309803 52:0.720712966805 53:0.592894896782 54:0.42380025036 55:0.653132402496 56:0.683954696627 57:0.625877521452 58:0.583158035561 59:0.551536248181 60:0.557874594258 61:0.511967711057 62:0.597659648376 63:0.696865231533 64:0.392681828186 65:0.658846367225 66:0.66271455615 67:1.0 68:0.855057728263 69:0.799921832849 70:0.736936163543 71:0.692676782905 72:0.700322246978 73:0.737502931701 74:0.629654985778 75:0.731209806167 76:0.609993402802 77:0.650344132397 78:0.681703247991 79:0.695591629662 80:0.736323265288 81:0.678519193871 82:0.648036199044 
13 1:0.00935113021945 2:0.00725758763205 3:0.00429887772878 4:0.00419460336142 5:0.00423602736062 6:0.0249161482397 7:0.0224099037334 8:0.0204996067643 9:0.0338498600674 10:0.12117464793 11:0.0256340144971 12:0.00499576516917 13:0.0450484306926 14:0.014672559229 15:0.00923518868361 16:0.0652005511437 17:0.00951166315544 18:0.0758420979268 19:0.0168183290388 20:0.167847924186 21:0.0739956204019 22:0.189654435553 23:0.0125549943372 24:0.0673715338181 25:0.0818967246229 26:0.0132757862384 27:0.0924029959309 28:0.328770707789 29:0.0911975684908 30:0.0274391047003 31:0.037272754642 32:0.042285886196 33:0.413940729616 34:0.0549714965995 35:0.0507162758917 36:0.0923817638433 37:0.320901315483 38:0.0977802254555 39:0.231491291632 40:0.380348361485 41:0.213554078644 42:0.223979789756 43:0.729237462861 44:0.0842017918158 45:0.621806739225 46:0.111574953928 47:0.681835173134 48:0.219820836647 49:0.67267098985 50:0.252999322523 51:0.442941605211 52:0.752910502095 53:0.419200112583 54:0.848830483299 55:1.0 56:0.917525168903 57:0.778476290731 58:0.660736496736 59:0.722033264555 60:0.731591522093 61:0.726457985036 62:0.727192414978 63:0.808131898972 64:0.750031046508 65:0.691323704812 66:0.930044983908 67:0.965601301667 68:0.819519374036 69:0.724517661081 70:0.626961561773 71:0.588111745396 72:0.634930426298 73:0.683820082195 74:0.537330903897 75:0.638050864659 76:0.517831827608 77:0.52952791157 78:0.532385346963 79:0.523301275883 80:0.506113890519 81:0.499909069488 82:0.498683339939 
13 1:0.0102476106635 2:0.00626888908507 3:0.00223652709207 4:0.00113063840045 5:0.00359678906358 6:0.0317211149914 7:0.0216071098475 8:0.0146331579959 9:0.0208181516798 10:0.0756177425669 11:0.0206330597137 12:0.00977624759532 13:0.00712939253794 14:0.00831928990204 15:0.0109668912104 16:0.0180737826722 17:0.00983983909008 18:0.0405312741466 19:0.0115972155295 20:0.160136253136 21:0.051129326602 22:0.136011931281 23:0.00957282282865 24:0.0469008856753 25:0.0268901455515 26:0.00980074282432 27:0.019194492257 28:0.235386533991 29:0.0828176843412 30:0.0688551369709 31:0.0613311866195 32:0.105982800156 33:0.255741989896 34:0.0126486304563 35:0.0441587768851 36:0.127521175934 37:0.229548247349 38:0.0202924182679 39:0.060501105471 40:0.336425413543 41:0.1266576809 42:0.0939713190904 43:0.495068808088 44:0.137323960112 45:0.555441655111 46:0.10382748517 47:0.557570580341 48:0.117116496299 49:0.43714644847 50:0.227367063757 51:0.329219309803 52:0.720712966805 53:0.592894896782 54:0.42380025036 55:0.653132402496 56:0.683954696627 57:0.625877521452 58:0.583158035561 59:0.551536248181 60:0.557874594258 61:0.511967711057 62:0.597659648376 63:0.696865231533 64:0.392681828186 65:0.658846367225 66:0.66271455615 67:1.0 68:0.855057728263 69:0.799921832849 70:0.736936163543 71:0.692676782905 72:0.700322246978 73:0.737502931701 74:0.629654985778 75:0.731209806167 76:0.609993402802 77:0.650344132397 78:0.681703247991 79:0.695591629662 80:0.736323265288 81:0.678519193871 82:0.648036199044 
25 1:0.0132499704664 2:0.00765753407254 3:0.00336064655991 4:0.00345388168349 5:0.00562259054076 6:0.0236447248458 7:0.0111736128262 8:0.00586183895899 9:0.0091320327937 10:0.0406308832183 11:0.012610298991 12:0.0105651620742 13:0.0531000102881 14:0.0199816085481 15:0.0175451964347 16:0.075195240244 17:0.0184350981842 18:0.105766684218 19:0.0287259654332 20:0.288117308225 21:0.0763014794102 22:0.037276380024 23:0.00979625509233 24:0.0331042571175 25:0.0483582532442 26:0.00902745070916 27:0.052669973368 28:0.0581221855726 29:0.0713073083275 30:0.0865134444906 31:0.125113907985 32:0.305189631417 33:0.23502085766 34:0.0710573715942 35:0.0374360417076 36:0.0504591134854 37:0.0738527196424 38:0.0690922976319 39:0.277346039918 40:0.531316035368 41:0.133922384243 42:0.117372349761 43:0.0894826655183 44:0.0665404870364 45:0.869669867798 46:0.123208914579 47:0.15946951847 48:0.488170734354 49:0.597403391224 50:0.0949322090928 51:0.32812623394 52:1.0 53:0.171095669886 54:0.720954126293 55:0.786678426931 56:0.103430899047 57:0.873685367232 58:0.125121944896 59:0.739639571644 60:0.202981203373 61:0.68885285595 62:0.630611881977 63:0.102334487321 64:0.531803114652 65:0.455537933153 66:0.315568050947 67:0.199074262232 68:0.333396189823 69:0.314814029137 70:0.28768490018 71:0.240872950052 72:0.24437860459 73:0.26158418121 74:0.187339569821 75:0.163240904881 76:0.150298475556 77:0.136027555148 78:0.117414980137 79:0.0887252174354 80:0.0864465066731 81:0.0656257763869 82:0.0525845513843 
24 1:0.0052888912396 2:0.00334043101354 3:0.0012434015376 4:0.00122461523603 5:0.00460659033689 6:0.0356977138086 7:0.0236465834364 8:0.0157938494572 9:0.0209984718109 10:0.0603114230337 11:0.00900437597144 12:0.00408594550018 13:0.027176657274 14:0.00525482133529 15:0.00691373880462 16:0.0219506347966 17:0.00606608507249 18:0.0276652893901 19:0.0281024401688 20:0.238335931048 21:0.0483008174819 22:0.0489808656514 23:0.00769824431333 24:0.054603666505 25:0.0662190844106 26:0.0259372655202 27:0.216552362748 28:0.107215241875 29:0.0301666688958 30:0.0215389596355 31:0.0746081912326 32:0.313681347068 33:0.0667183419434 34:0.0539054660873 35:0.0574846629064 36:0.243181153352 37:0.053519330439 38:0.0348272434933 39:0.341308003153 40:0.104531832939 41:0.125910487561 42:0.378884452673 43:0.0639192354158 44:0.526445159181 45:0.208785250449 46:0.492958109564 47:0.0765321555521 48:0.434854107596 49:0.23991200755 50:0.427203891285 51:0.437204973447 52:0.525863325864 53:0.717473811205 54:0.713368173008 55:1.0 56:0.745610319725 57:0.679700469181 58:0.682691022889 59:0.56568308664 60:0.582973046176 61:0.616464628104 62:0.748795654492 63:0.458149288486 64:0.573691298677 65:0.633123615114 66:0.833137450809 67:0.839274499494 68:0.850727535845 69:0.681976200158 70:0.611261154261 71:0.564802559767 72:0.587111839756 73:0.49120408127 74:0.56345659266 75:0.49988810061 76:0.483538035268 77:0.472846435608 78:0.443696679151 79:0.409593432505 80:0.36154640368 81:0.302085832731 82:0.244305771024 
24 1:0.00433542606093 2:0.00181792691404 3:0.000396470786772 4:0.00180859456104 5:0.00608452056041 6:0.0386207162668 7:0.0235307853272 8:0.0144655479977 9:0.0186437924 10:0.0549321483428 11:0.00952930290332 12:0.00233981680359 13:0.027286110356 14:0.00920208951193 15:0.00257624414266 16:0.0294662371173 17:0.0054011325047 18:0.0549437476817 19:0.0378982432296 20:0.191692422185 21:0.0415971821695 22:0.0215294344605 23:0.0123224713263 24:0.0213834875903 25:0.0350835278633 26:0.0306584520755 27:0.201328896154 28:0.103189257496 29:0.0655327924107 30:0.0638744359291 31:0.157811694563 32:0.230678385353 33:0.0538822304983 34:0.0179824773267 35:0.0389707029483 36:0.22852037477 37:0.0715301707229 38:0.0634017985938 39:0.345944302359 40:0.0853256213815 41:0.140971728109 42:0.317192459131 43:0.107756365157 44:0.529919780262 45:0.173329741304 46:0.522030196844 47:0.127819484524 48:0.363880444586 49:0.306781421509 50:0.290600241459 51:0.451035030461 52:0.448534090472 53:0.554786764523 54:0.533043343487 55:0.701698518269 56:0.698081793567 57:0.513684259819 58:0.60525917701 59:0.559260859764 60:0.598865614425 61:0.722777729319 62:0.649242086826 63:0.587665776801 64:0.665940181861 65:0.622703056513 66:0.738001917757 67:1.0 68:0.977074023327 69:0.817089873567 70:0.804110669283 71:0.729095673449 72:0.765911752055 73:0.820420102359 74:0.746409143574 75:0.721120386317 76:0.715201845023 77:0.734109525427 78:0.708884323231 79:0.704253762558 80:0.815859243465 81:0.815486310303 82:0.800622007362 
24 1:0.00682533493529 2:0.00445515870459 3:0.00165449617079 4:0.000640932207817 5:0.00339402036672 6:0.032985233853 7:0.0231352694473 8:0.0159868514767 9:0.0214069652501 10:0.0604248463957 11:0.00869548328444 12:0.00464961626956 13:0.0311643605055 14:0.00754189955121 15:0.00618737345301 16:0.0220353577086 17:0.00907095274742 18:0.0245108538395 19:0.0215731707636 20:0.224032355022 21:0.0505767651734 22:0.0368977110137 23:0.0107294619294 24:0.0296817258342 25:0.0606805792285 26:0.0224742456286 27:0.160585574642 28:0.168623934981 29:0.0729182964366 30:0.0448278764286 31:0.0356244136914 32:0.352524390101 33:0.0495778138759 34:0.0392324169729 35:0.0604163446738 36:0.204384133961 37:0.12858177898 38:0.0298139145297 39:0.331385715499 40:0.0712050865841 41:0.122880681602 42:0.436830829659 43:0.14306143538 44:0.486017417284 45:0.123698225034 46:0.452050301325 47:0.280628395396 48:0.430246243164 49:0.249678892545 50:0.492850447388 51:0.528400393518 52:0.516712937061 53:0.549126765384 54:0.8541547344 55:0.832667705531 56:0.709819460809 57:0.684201819046 58:0.575513801256 59:0.658977323008 60:0.563221318171 61:0.576616822835 62:0.638855378494 63:0.621247937124 64:0.467697626855 65:0.832988114735 66:0.697337852399 67:1.0 68:0.971001871468 69:0.668263858685 70:0.63182040211 71:0.612733093535 72:0.616480175823 73:0.720883139861 74:0.691135144379 75:0.685425845454 76:0.647929838892 77:0.611069906214 78:0.609789805 79:0.592456190935 80:0.539522161772 81:0.397483859029 82:0.383686229403 
24 1:0.00606969553228 2:0.00410617675729 3:0.00162785167548 4:0.000891772824771 5:0.00355742047071 6:0.0334775685901 7:0.0234461340757 8:0.016200267779 9:0.0214491823885 10:0.0582587535081 11:0.00705713357167 12:0.00602093145056 13:0.0320842689521 14:0.00556891119582 15:0.00886545256543 16:0.0230785653373 17:0.0092994479823 18:0.0316338482499 19:0.0236546065863 20:0.239266657613 21:0.0476933459377 22:0.0592417162829 23:0.00881633492079 24:0.0614326601476 25:0.0885351920603 26:0.0278574929017 27:0.210630974571 28:0.115227143967 29:0.0307989360131 30:0.0125990141065 31:0.0338121729233 32:0.344348031465 33:0.071406975688 34:0.0621859322447 35:0.0853467049261 36:0.236019039195 37:0.0583060910847 38:0.0299002319801 39:0.333025614065 40:0.11578650357 41:0.182388753147 42:0.4318215187 43:0.079984128528 44:0.534052994125 45:0.217865733685 46:0.558569646417 47:0.109821946205 48:0.425530001679 49:0.260419893263 50:0.420135674706 51:0.523350011718 52:0.558157925871 53:0.692492105131 54:0.836513518669 55:0.94728170286 56:0.743765263154 57:0.627567059184 58:0.714406756648 59:0.599133134552 60:0.619709575054 61:0.641036590745 62:0.732988643549 63:0.551395493773 64:0.504121813132 65:0.756787783669 66:0.782585413327 67:0.811090433235 68:1.0 69:0.672119303779 70:0.570642972128 71:0.564228489645 72:0.626431589013 73:0.630826365887 74:0.672577972766 75:0.612120147763 76:0.642092799419 77:0.646021682189 78:0.673339738965 79:0.674721116297 80:0.637248584504 81:0.537096279355 82:0.468045150047 
24 1:0.00297552911717 2:0.00103888477547 3:0.000471477671707 4:0.00171038447535 5:0.00534195709432 6:0.0338228753859 7:0.0210517697751 8:0.0134760107636 9:0.0181115015491 10:0.0552371266429 11:0.00968554725887 12:0.0038745036284 13:0.0352480358145 14:0.0113027078872 15:0.00505413536181 16:0.043537277923 17:0.00617198250199 18:0.0707746606923 19:0.0398561933133 20:0.164262764458 21:0.0355617212872 22:0.0175346434087 23:0.0116697540609 24:0.0164629551546 25:0.02399453418 26:0.0305665377116 27:0.205558197995 28:0.074064166432 29:0.0591652211315 30:0.0686151650615 31:0.175257134824 32:0.191334440728 33:0.0557551275807 34:0.0287798207061 35:0.0371218028341 36:0.219088768367 37:0.033442364203 38:0.0575954368356 39:0.338559494347 40:0.0968574961629 41:0.194685599922 42:0.355847929174 43:0.0231785662558 44:0.539417207233 45:0.162228145501 46:0.590320889454 47:0.19405370234 48:0.350137543154 49:0.295690399476 50:0.327336784083 51:0.538923519837 52:0.443662104717 53:0.580479189255 54:0.58323528647 55:0.580159331688 56:0.639146249209 57:0.606038327685 58:0.514332217618 59:0.619288717257 60:0.600414814798 61:0.720565946459 62:0.517026135789 63:0.502842141957 64:0.603911131037 65:0.607347323073 66:0.719291391936 67:1.0 68:0.993158418394 69:0.729352170586 70:0.727908898544 71:0.663734585686 72:0.70010139469 73:0.788932464882 74:0.747541953247 75:0.703987374907 76:0.671335809254 77:0.629550390578 78:0.556323128544 79:0.478098311377 80:0.473008177937 81:0.459923207612 82:0.434356832233 
